date,block_number,block_ts,total_utxo_value,utxo_value_under_1d,utxo_value_1d_1w,utxo_value_1w_1m,utxo_value_1m_3m,utxo_value_3m_6m,utxo_value_6m_12m,utxo_value_12m_18m,utxo_value_18m_24m,utxo_value_2y_3y,utxo_value_3y_5y,utxo_value_5y_8y,utxo_value_greater_8y,total_utxo_count,utxo_count_under_1d,utxo_count_1d_1w,utxo_count_1w_1m,utxo_count_1m_3m,utxo_count_3m_6m,utxo_count_6m_12m,utxo_count_12m_18m,utxo_count_18m_24m,utxo_count_2y_3y,utxo_count_3y_5y,utxo_count_5y_8y,utxo_count_greater_8y,total_utxo_count_filter,utxo_count_filter_under_1d,utxo_count_filter_1d_1w,utxo_count_filter_1w_1m,utxo_count_filter_1m_3m,utxo_count_filter_3m_6m,utxo_count_filter_6m_12m,utxo_count_filter_12m_18m,utxo_count_filter_18m_24m,utxo_count_filter_2y_3y,utxo_count_filter_3y_5y,utxo_count_filter_5y_8y,utxo_count_filter_greater_8y
2017-05-17,466892,2017-05-17 23:59:55,1633615229530316,38743028285669,66686191129106,119131887220237,163779597659882,125994612262346,160782463093935,118024700028958,76168944666283,124750200605276,334844595629412,194116889949212,110592119000000,53323757,365231,1495351,3080089,5469481,5820751,9320719,7497776,4435966,7866294,6646247,1303937,21915,8719786,231165,758980,1118494,1184287,1081917,1086448,858529,423487,593743,1330273,431042,21915
2017-05-18,467034,2017-05-18 23:48:39,1633792729530316,31230738391883,69459308593596,122338571157239,165306883733226,126287987063768,158726050308832,120191752780097,76144790821850,123862183402528,335381015891116,193981328386181,110882119000000,53397623,349863,1498899,3121396,5467935,5835078,9298483,7540011,4436510,7867886,6649348,1310241,21973,8738841,218977,768342,1138029,1182807,1085966,1082144,862045,424112,592863,1330509,431331,21973
2017-05-19,467198,2017-05-19 23:59:41,1633997729530316,35039613122558,64035892031687,125906111061439,163602482098781,127518097165776,155303151579036,123200649114202,75904594430832,123663287504727,334649963039511,193996769381767,111177119000000,53472055,381431,1465887,3130389,5484889,5837007,9301401,7567233,4446441,7867607,6649060,1318678,22032,8774688,253636,743224,1157305,1188323,1083643,1082830,865694,423858,591856,1330692,431707,22032
2017-05-20,467363,2017-05-20 23:57:57,1634203979530316,27020921871204,73194414735986,127568987125331,160489881855008,119919916078289,163612651651983,123701351680022,75560405536236,123422056465409,334457377004623,193793896526225,111462119000000,53506831,390307,1435803,3128127,5473374,5854009,9303873,7591130,4451536,7883279,6650683,1322621,22089,8761701,219730,743257,1171964,1190421,1083148,1083853,869389,424167,591229,1330482,432064,22089
2017-05-21,467510,2017-05-21 23:48:41,1634387729530316,26288101024244,76209191724549,127769686614719,159574761960537,119748104055568,162371553182979,124003546965370,75623804423972,122985961379210,334529106879560,193536792319608,111747119000000,53565897,399556,1381665,3191360,5476628,5852025,9292208,7604991,4455603,7884187,6676006,1329522,22146,8754462,214726,706801,1206198,1192884,1080181,1083667,872172,424027,589590,1330640,432360,22146
2017-05-22,467656,2017-05-22 23:41:53,1634570229530316,42053827336713,64173549689764,130461362351268,157946802745834,119922602382452,158662930209382,123870057078096,75741006574057,121862632841442,334574086208412,193274253112896,112027119000000,53682656,397169,1381017,3284189,5462502,5843057,9282048,7643832,4463470,7889400,6679230,1334540,22202,8785968,229797,694687,1238782,1191590,1075858,1084066,876173,424288,588295,1329359,432710,22202
2017-05-23,467824,2017-05-23 23:56:08,1634780229530316,43710465411794,70716748344981,125676679017607,157740770923849,118906810426525,156831207678846,125133553541760,75015800167849,121768441106192,333857390395302,193175243515611,112247119000000,53802386,448716,1432311,3261480,5458951,5841623,9272623,7679614,4456705,7909595,6678069,1340453,22246,8811411,255363,708694,1223940,1197795,1067880,1086021,881464,424235,585722,1327925,432931,22246
2017-05-24,467978,2017-05-24 23:49:18,1634972729530316,37873683501026,77803118111306,127803592702030,157453953621054,117920920566486,155206967956335,126594412542978,75097436993595,121366697996578,332727155585553,192541970953375,112582819000000,53956023,447282,1526799,3261246,5472472,5832261,9304875,7696392,4440974,7927322,6676821,1347265,22314,8847435,250472,738799,1232661,1201481,1059886,1090666,886367,424565,584096,1326519,433240,22314
2017-05-25,468141,2017-05-25 23:58:35,1635176479530316,45269099494234,81100370995868,121682323631801,156927899129452,118810561683400,154477989895982,126507086551454,74593540248979,121173096063847,329556566786361,192215126048938,112862819000000,54075249,448636,1601674,3270426,5469405,5843976,9288483,7721632,4460081,7919945,6676159,1352462,22370,8881460,266447,755829,1236024,1204879,1058420,1086702,891313,425083,581216,1323141,433483,22370
2017-05-26,468294,2017-05-26 23:29:18,1635367729530316,38483144313713,90439197081251,122497243942693,153431903348244,120240389528273,153638827546738,126954389922574,74415302422421,120720630981994,329444669721608,191989211720807,113112819000000,54214966,436116,1675687,3295292,5470315,5864845,9277890,7746488,4471010,7921171,6677127,1356605,22420,8914671,245724,783207,1258111,1207384,1060109,1082632,898695,426293,579421,1321725,433529,22420
2017-05-27,468462,2017-05-27 23:58:58,1635577729530316,31101474786817,97689641624452,124024663729913,154073408976830,119331677599833,153544170355078,126584896674560,74175473430231,120740352960012,329125892232464,191878258160126,113307819000000,54282951,485500,1637033,3267364,5512967,5867608,9265759,7762358,4500403,7923899,6676205,1361396,22459,8876377,252523,746102,1238536,1219465,1059844,1081405,901860,427296,577479,1319661,433805,22459
2017-05-28,468627,2017-05-28 23:56:18,1635783979530316,24731982772320,103218425977064,125173090882296,154650989131077,119636581880222,152911980196844,126702411255344,74183554697013,120621187686901,328760391972602,191705564078633,113487819000000,54291356,442400,1677285,3218275,5509958,5881324,9269749,7765619,4510405,7926724,6701381,1365741,22495,8854441,215975,772007,1217419,1224402,1062121,1080904,904981,427916,576012,1319256,434151,22495
2017-05-29,468778,2017-05-29 23:58:55,1635972729530316,29474636640471,92277723045395,129982938569311,155416062471864,120748334380045,152649185544202,126969524793348,73949044294954,120778107167343,328531624617383,191567729006000,113627819000000,54415163,455842,1729966,3217671,5511766,5894269,9264219,7790499,4522530,7931490,6704396,1369992,22523,8870097,241623,762101,1215400,1225986,1059787,1083299,906193,428849,575033,1318738,434362,22523
2017-05-30,468957,2017-05-30 23:58:24,1636196479530316,32171838343597,80907523568606,139678450223917,153851782499862,122140550506389,152884081823049,125949115667008,75024130811496,120157796234411,328052428580136,191600962271845,113777819000000,54487399,463414,1733780,3214941,5510528,5913200,9242106,7826788,4542363,7936886,6706839,1374001,22553,8831132,255821,741317,1182518,1221674,1062243,1085335,906266,429814,574112,1318541,434743,22553
2017-05-31,469121,2017-05-31 23:54:56,1636401479530316,36464195767866,77349992834536,139203993564910,154997938624894,122471601406955,152239270894790,126058642780260,75146580431876,120002402005347,327830640929681,190738401289201,113897819000000,54585327,457007,1755973,3252331,5497188,5930532,9250356,7844732,4528676,7957810,6709599,1378546,22577,8823963,238392,749278,1177142,1225983,1063441,1086772,906704,430788,573417,1318150,435202,22577
2017-06-01,469291,2017-06-01 23:51:22,1636613979530316,34954839088359,73925019043550,142002294022769,158781765880477,122239957751409,152204480221014,125407794033934,74991615679453,119516021926220,327818705672648,190583667210483,114187819000000,54616808,436626,1743118,3252303,5505772,5958998,9233855,7873272,4525775,7962213,6720166,1382075,22635,8778159,220635,709421,1180307,1232255,1064394,1088072,908095,431491,572385,1317165,435478,22635
2017-06-02,469437,2017-06-02 23:35:39,1636796479530316,31832872462787,73563025454232,144372867636219,159917856536888,122657773234271,152057155913837,125377865431090,75284996004686,118955587629436,327867222029730,190496338197140,114412919000000,54668504,378232,1766666,3295783,5490845,5968185,9243999,7893625,4510574,7988922,6723248,1385744,22681,8775149,197707,719341,1186065,1229204,1066131,1091218,908260,432612,571574,1316893,435841,22681
2017-06-03,469629,2017-06-03 23:46:14,1637036479530316,31061754748985,73201538353079,146525536669525,159395494735208,122828363137733,152291692904113,124705811295769,75289231379604,118026099120471,328738794219823,190309243966006,114662919000000,54580911,444996,1636356,3231886,5494792,5963959,9250567,7898483,4474972,8043365,6729776,1389028,22731,8743505,207032,700108,1166993,1223434,1066004,1094457,909082,433655,570301,1316091,436176,22731
2017-06-04,469790,2017-06-04 23:51:20,1637237729530316,27293870297580,76418676523580,147374874991837,160880407077653,122278440052348,152118041235088,124120623614750,75229064630742,117943740937197,328548648545036,190048422624505,114982919000000,54569604,390992,1661779,3241167,5481054,5959311,9234955,7885903,4494681,8053217,6751832,1391918,22795,8712397,170332,711411,1173085,1212082,1063184,1097190,909311,434804,568535,1314949,436549,22795
2017-06-05,469954,2017-06-05 23:49:53,1637442729530316,33634189430203,72362784199727,143484382016754,164025515516586,121633610182294,151641111314152,124192126545609,75503856294563,117219258861353,328702493227121,189775482941954,115267919000000,54551853,351172,1605924,3250154,5502851,5959210,9223716,7921239,4499890,8055017,6764579,1395249,22852,8694196,184593,657256,1182587,1222161,1060756,1100327,910263,436248,567660,1314711,436639,22852
2017-06-06,470105,2017-06-06 23:52:19,1637631479530316,36321926173413,70049478168555,142061760814548,165652052281006,121946766847518,150760560087928,124856395817789,75585182938610,116862113231125,328558822461293,189393501708531,115582919000000,54615732,390819,1524231,3304947,5503519,5967027,9221828,7951713,4491178,8072117,6766739,1398699,22915,8714595,229577,602263,1201381,1229040,1061821,1103102,911947,437236,567065,1313603,436909,22915
2017-06-07,470270,2017-06-07 23:59:40,1637837729530316,34264945592712,68899798907682,145329335393834,165967443731463,121184637218824,151512974610538,124794462855808,75704813667913,116807421220503,328367757684108,189196219646931,115807919000000,54659917,404031,1471711,3324069,5522076,5965304,9228062,7968412,4492076,8092164,6766732,1402320,22960,8697856,231154,579265,1193573,1239541,1058758,1107536,912649,438790,566089,1312585,437120,22960
2017-06-08,470435,2017-06-08 23:50:38,1638043979530316,31792426637609,69602024961932,145249089317921,167967301545858,122060432759281,150860426953270,124836983755579,75809720489582,116482521963427,328323686250642,189031445895215,116027919000000,54660048,378751,1464230,3343072,5498505,5973034,9228377,7980210,4484606,8113681,6767109,1405469,23004,8676581,191064,595023,1188477,1244336,1057577,1111566,914087,439905,565079,1310726,437233,23004
2017-06-09,470586,2017-06-09 23:59:39,1638232729530316,30203605579776,70860534057493,144241975465154,167195539016954,125020939953484,151031556439389,124900379465724,75752789492996,115844828793234,328061073456733,188841588809379,116277919000000,54687916,359002,1477606,3338197,5490896,5974131,9230879,8007743,4492272,8111583,6774362,1408191,23054,8683588,195313,593564,1173599,1259896,1056358,1115246,914541,441059,564219,1310374,437152,23054
2017-06-10,470727,2017-06-10 23:52:46,1638408979530316,29653768952691,73659162826657,144045866302189,165584165467947,126777378450242,150949535997337,121720916062202,79484415994737,114219496603215,327181043689641,188565310183458,116567919000000,54672514,328240,1444457,3373226,5472116,5983567,9204208,8030918,4505785,8118818,6775733,1412334,23112,8672308,174851,613466,1157849,1261033,1056433,1117178,915957,442172,562784,1309158,437459,23112
2017-06-11,470873,2017-06-11 23:49:02,1638591479530316,27908505535098,75851374542812,144745772976790,164690795458729,127261949603008,150060206325019,122338702899695,69812708870050,123713060654270,327188638919333,188351844745512,116667919000000,54597854,296670,1381633,3339809,5489064,6005063,9188864,8031443,4518209,8087809,6821477,1414681,23132,8646366,151036,616861,1130927,1282139,1056894,1117810,915957,442839,561523,1308028,437726,23132
2017-06-12,471020,2017-06-12 23:39:23,1638775229530316,37111073809862,72892341044367,142001865958872,163372716433165,128958165959793,149062583596290,122194852509290,66642429011746,126880916326268,326746071971138,186124293909525,116787919000000,54609631,335459,1333871,3302959,5502680,6009820,9181812,8058219,4527687,8089310,6824171,1420487,23156,8649084,190811,591842,1113257,1287625,1056170,1118721,916498,444187,560213,1306876,437970,23156
2017-06-13,471161,2017-06-13 23:51:10,1638951479530316,40711568571936,72954994186875,141933860406508,162803188036709,128220044309240,150234600833018,121640284220102,67084537544621,126840584843455,326224377597050,183395519980802,116907919000000,54742263,383082,1323583,3360528,5478591,6022503,9185317,8077184,4547179,8088717,6826334,1426065,23180,8696367,223533,583339,1137860,1283614,1054698,1122400,917676,445542,559447,1305876,437925,23180
2017-06-14,471301,2017-06-14 23:52:41,1639126479530316,39619987193899,76776607082931,139881128162659,163507344514834,127339460564456,151100577298023,121264586504785,66669347286823,126408335842356,326294975337443,183066210742107,117197919000000,54823235,357233,1332806,3403919,5468629,6041784,9191165,8091512,4561158,8088513,6829976,1433302,23238,8709542,202205,597456,1152386,1282854,1055837,1126594,918590,446882,558723,1305988,438299,23238
2017-06-15,471454,2017-06-15 23:59:32,1639317729530316,40412221497743,78718911303427,137359243830510,163737575506018,127410560460433,151425475720484,121441284122704,66389965283546,125878412845793,326296254570149,182744905389509,117502919000000,54829947,363695,1276937,3421624,5451355,6055804,9192889,8109813,4572303,8090485,6833182,1438561,23299,8695870,196284,584624,1149287,1287695,1054545,1130425,918812,448020,557877,1305596,438544,23299
2017-06-16,471602,2017-06-16 23:51:11,1639502729530316,32876977712366,86885334355935,136552841732981,165764582988975,128067153085757,151598160792259,121515402240740,65830979897427,123846711746817,326272565413898,182519100563161,117772919000000,54812226,338633,1270732,3408929,5443335,6060518,9195116,8127730,4574991,8093176,6833488,1442225,23353,8699065,183570,588358,1139700,1305596,1056279,1132050,918936,449498,556907,1304958,438801,23353
2017-06-17,471747,2017-06-17 23:37:40,1639683979530316,25634847015980,89830434227984,139487013299556,165483655060967,128956294857966,152799449602515,121111321546192,66008459969579,123868575797875,326191907673344,182259101478358,118052919000000,54749001,298907,1280398,3366356,5425692,6050326,9185287,8142130,4593386,8102210,6834260,1446655,23394,8676502,157125,602455,1132082,1299077,1053885,1137837,919687,450409,555695,1304111,439063,23394
2017-06-18,471892,2017-06-18 23:59:30,1639865229530316,29566984536677,88629506475033,140707073039539,165220080390675,128386195687561,152546549244467,119090740002641,65616437390089,123741080218095,326005084774829,182157578770710,118197919000000,54622450,274565,1269861,3306572,5397703,6031941,9178107,8132090,4608484,8075418,6873541,1450745,23423,8632765,131482,598895,1120083,1299748,1049341,1139674,917101,450803,554742,1303270,439848,23423
2017-06-19,472043,2017-06-19 23:56:57,1640053979530316,35213452504268,81927462389172,140955857789429,167810208280308,126548989121105,153914748799170,118049085331767,65586153478818,122994379630171,326757339613079,181753383593029,118542919000000,54570271,317047,1197425,3281447,5396787,5979936,9201692,8162804,4610083,8072999,6872132,1454454,23465,8596893,170878,529197,1113272,1305463,1043881,1142240,916897,451930,553073,1301556,440185,23465
2017-06-20,472181,2017-06-20 23:50:30,1640226479530316,33884693760365,78535536524756,141777112635852,170370844795599,127853284884284,154190058493956,118572687871195,65509263665596,122615470763528,326727049741338,181422601393847,118767875000000,54666016,360295,1194618,3270520,5422602,5954791,9232089,8167872,4631363,8076072,6873923,1458361,23510,8650795,214501,516947,1116404,1320526,1043025,1146805,916929,453466,552410,1302013,440456,23510
2017-06-21,472321,2017-06-21 23:57:31,1640401479530316,35906207199854,75360849923271,141395993723071,173022852038802,127081933317728,154084293074057,118737768984039,65023173440105,122967893948925,326397005209230,181450633671234,118972875000000,54771618,380608,1217540,3250607,5449028,5942034,9261111,8189335,4640380,8076460,6879042,1461922,23551,8640553,186722,529655,1107185,1332375,1039226,1151817,917792,454711,551603,1301862,440644,23551
2017-06-22,472460,2017-06-22 23:59:23,1640575229530316,32129070443033,76469125739076,140418889914645,177152268414158,126646276678467,155077005632772,118638410582935,64888576944844,122090283651109,326549641846505,181352804682772,119162875000000,54800905,333882,1241552,3218416,5469002,5951839,9271959,8208517,4655644,8078464,6882039,1466002,23589,8616699,168672,524000,1083104,1350227,1037284,1156838,918498,456234,550819,1301864,440991,23589
2017-06-23,472620,2017-06-23 23:25:49,1640775229530316,26393277924322,80510176357650,141584728539202,176347634624650,127675722759461,155766078036320,118653770314155,64644971021101,121553263167408,326906256378988,181381475407059,119357875000000,54736718,316863,1240661,3170905,5477673,5906542,9282810,8218459,4667788,8081663,6880410,1469316,23628,8614391,161316,523032,1077167,1360400,1033200,1161895,919401,457715,549957,1301491,441276,23628
2017-06-24,472766,2017-06-24 23:57:26,1640957729530316,22713049733820,83274461187908,141667859737105,176620091147528,128900569660237,155590967211350,118656134614088,64520477838017,120115978504405,328123564106301,181256700789557,119517875000000,54681660,286500,1247731,3117703,5512496,5860243,9292755,8216873,4675484,8091249,6868311,1488655,23660,8600182,135816,529087,1066043,1377458,1029116,1164220,919455,459026,548717,1301511,441705,23660
2017-06-25,472888,2017-06-25 23:58:59,1641110229530316,23657196647605,76989780451596,144919730902692,178771099997305,129260593366341,152748911889883,121208740820958,64568529029282,119978223098010,328150184395457,181104363931187,119752875000000,54622368,243472,1252170,3050097,5517371,5869212,9285618,8206043,4701832,8078826,6901459,1492561,23707,8578425,115165,532958,1033338,1399651,1029538,1167031,919558,460455,547417,1301969,442132,23707
2017-06-26,473030,2017-06-26 23:52:35,1641287729530316,33828017701628,67586221141516,144438551471024,178527696737992,129997651226458,152017753514841,121377533393777,63380692397587,121073427372939,328132474532760,180951172039794,119976538000000,54610751,302780,1154757,2989632,5525101,5901495,9287901,8228995,4713670,8079475,6906926,1496265,23754,8562043,162221,465635,1017762,1414034,1030599,1168732,920881,461751,546747,1301426,442542,23754
2017-06-27,473161,2017-06-27 23:54:30,1641451479530316,32871525758309,67588314321560,145472391594256,178339074373730,131075836551265,151109548834667,121341927033908,62703414953394,121683989542646,328271740879602,180827277686979,120166438000000,54728677,358394,1149072,2962218,5587581,5874002,9296702,8252994,4730654,8081777,6910975,1500515,23793,8605030,191348,455148,1023328,1435446,1026156,1169224,920908,463313,546205,1301569,442932,23793
2017-06-28,473318,2017-06-28 23:51:11,1641647729530316,32089939945933,69383803784352,141962747085565,181216889036322,129575578898470,152829025150909,121717926307770,61968334640373,121756861801874,328122071288422,180279796590326,120744755000000,54709968,322820,1142820,2956443,5587057,5874469,9301575,8248004,4749504,8082054,6917063,1504314,23845,8592951,165650,461660,1020602,1443955,1026176,1168896,920902,464893,545524,1301904,443096,23845
2017-06-29,473438,2017-06-29 23:59:51,1641797729530316,30834088472789,70259690863959,143021446252722,180134204831085,129310536452087,153580768603277,121762913784548,61738546089640,121855040209156,328205564454106,180085174516947,121009755000000,54741712,269539,1148591,2950986,5610585,5890068,9293083,8272745,4766608,8083337,6923726,1508546,23898,8590114,153500,463277,1016979,1447248,1027232,1172607,921718,466061,545841,1302219,443448,23898
2017-06-30,473592,2017-06-30 23:58:20,1641990229530316,36972918623750,68130224634421,140801953084446,181356483633910,126244493456735,155068204850585,120811073750286,61485763006040,122153957005488,327711674285361,180028728199294,121224755000000,54746566,349988,1077973,2930701,5607208,5895540,9296254,8261527,4779053,8087059,6925378,1511944,23941,8590922,172239,439576,1009334,1452265,1029048,1175673,922455,467532,546108,1302252,443829,23941
2017-07-01,473756,2017-07-01 23:49:52,1642195229530316,26913935818585,79135113900142,139652989471266,182033859356104,126242314133243,154902052099645,120735094616775,61485154815064,122131109350326,327649963948618,179903887020548,121409755000000,54628123,277860,1102074,2823871,5658041,5872902,9273050,8278216,4776106,8094977,6932141,1514907,23978,8556780,138870,455802,971715,1467091,1029579,1178256,922767,468589,545972,1302144,444118,23978
2017-07-02,473944,2017-07-02 23:49:46,1642430229530316,23971873394378,82453971164220,138577376707200,182439289547706,126767910048157,155352503771136,120723365225849,60905057466427,122433240525500,327453576784581,179647309895162,121704755000000,54487558,260675,1109810,2696806,5638679,5881210,9258380,8258961,4792704,8078094,6969620,1518582,24037,8514495,118151,473138,930074,1467975,1026525,1182063,923190,469770,545282,1301917,444302,24037
2017-07-03,474114,2017-07-03 23:56:22,1642642729530316,30894872082420,76013733485238,138372097214756,183506432167916,127017504025238,154968256830495,119818690955162,60644047639680,122825986365477,327092873229445,179413480534489,122074755000000,54465901,290876,1075571,2662927,5628431,5886438,9234431,8285329,4799980,8086245,6969243,1522318,24112,8503258,148835,441461,919512,1464375,1028002,1183096,923598,470879,545075,1301990,444577,24112
2017-07-04,474267,2017-07-04 23:41:27,1642833979530316,28773388481165,72751745760238,141214483639586,186213097761435,127030279508688,143087862248177,131811782660308,60656352918224,123055749647715,326688794496994,179210687407786,122339755000000,54516344,346394,1050010,2636447,5620589,5899809,9239072,8306843,4799322,8090599,6977553,1525541,24165,8531601,176198,433491,909528,1476094,1026590,1186073,927519,472144,544890,1302468,444862,24165
2017-07-05,474416,2017-07-05 23:53:43,1643020229530316,33152892302084,69484802405834,139929885343705,188263756369577,126877346081097,142175209561582,132435907262935,60378530340070,123384168573526,325290603195273,179027373094633,122619755000000,54512222,314458,1090115,2609284,5589578,5901823,9235327,8322205,4826359,8075465,6994284,1529103,24221,8481867,151763,450467,891307,1448628,1022865,1189664,929001,474007,545033,1302589,445276,24221
2017-07-06,474558,2017-07-06 23:49:03,1643197729530316,30660738213621,71794029819005,139623906225385,189446013843424,126541074592603,142235174458021,132686052158583,59508800088723,123709826232596,325257335600941,178860023297414,122874755000000,54474127,290007,1135787,2533038,5574668,5883790,9250408,8331820,4837046,8083306,6997347,1532638,24272,8458278,153482,459963,872226,1438752,1008739,1194823,929765,475141,544372,1302930,445666,24272
2017-07-07,474706,2017-07-07 23:18:40,1643382729530316,35249257736246,67359746914917,142146890263063,187879701704744,126497506960223,141804295884640,132236051994721,59716399369905,123505892304975,325042035177298,178820196219584,123124755000000,54533395,373483,1097739,2527481,5531010,5907236,9260217,8345973,4842258,8079866,7007024,1536786,24322,8425539,157119,447092,859398,1428830,1001526,1198822,930351,476781,543914,1302769,445951,24322
2017-07-08,474871,2017-07-08 23:48:44,1643588979530316,30458122336466,74637335501807,139835843246585,186899056741139,127710195208631,141676440196453,132098259607852,59776004630199,123304258943693,325142410510416,178741297607075,123309755000000,54475788,303358,1156971,2524188,5452736,5904660,9275099,8343287,4843708,8093581,7011700,1542141,24359,8367921,139747,457137,859304,1397729,976616,1202892,930534,478074,543222,1302987,446258,24359
2017-07-09,475009,2017-07-09 23:56:36,1643761479530316,33145756711998,73394305422583,136489838389678,189067561743009,125642576960117,143564703873166,132411344790811,59584133346441,122990030298359,325529410020990,178442062973164,123499755000000,54481681,272400,1191805,2515388,5407550,5929376,9266933,8336060,4860849,8077928,7053421,1545574,24397,8356478,118848,474193,848737,1400042,973875,1206307,929655,479673,542321,1303276,446411,24397
2017-07-10,475206,2017-07-10 23:53:54,1644007729530316,33450842219943,74059214217483,131935502677065,191167422502439,127654545393743,143079602979406,132384449882935,59770474993436,122300227600674,326213859126923,178256832936269,123734755000000,54530899,420611,1154613,2496053,5347822,5944159,9227895,8352104,4858265,8099268,7056850,1548815,24444,8349898,159773,441049,835191,1401897,970220,1207245,927798,481731,541902,1304056,446406,24444
2017-07-11,475379,2017-07-11 23:37:41,1644223979530316,31160143596523,78234136553477,126755241744311,194864703638838,127519896295483,143128727295668,132185000192988,59937527812254,121940071355289,323548955746943,180989820298542,123959755000000,54547728,366011,1234791,2486738,5347596,5925775,9222161,8354796,4849459,8123858,7059392,1552662,24489,8341038,192751,433801,824366,1399166,956756,1206638,920538,482671,541061,1304371,446797,24489
2017-07-12,475556,2017-07-12 23:47:32,1644445229530316,34388528007919,76510539502820,123979155969832,196288070416530,127552619826720,142661717526911,132338065165065,60109586297575,121768495476238,323827482178378,180856214162328,124164755000000,54479035,333085,1279540,2462582,5290604,5895060,9215995,8378435,4830665,8152075,7060664,1555800,24530,8270575,169860,462159,801151,1377486,931254,1206109,913803,482950,540838,1304473,447104,24530
2017-07-13,475713,2017-07-13 23:50:44,1644641479530316,25933408926418,82638508724693,123166313247634,199432402700468,127833354171966,143124883511348,131565422229677,59660827200133,122052578162547,324184621981138,180619403674294,124429755000000,54491190,324845,1328248,2440533,5279348,5864876,9208375,8384919,4840581,8173899,7062025,1558958,24583,8255393,167525,485634,792175,1371904,918873,1204488,905049,483513,540973,1305101,447324,24583
2017-07-14,475852,2017-07-14 23:55:54,1644815229530316,29342217847284,74487820668928,128792788324488,199599812097101,127757081900064,142760047411127,131478673132348,59631173527506,121695049379735,324093765853927,180472044387808,124704755000000,54534459,319960,1315976,2481038,5266083,5871292,9202299,8392518,4783253,8247918,7068135,1561349,24638,8240310,162447,496579,793056,1364440,911802,1201865,898821,484118,540476,1306281,447509,24638
2017-07-15,475979,2017-07-15 23:42:20,1644973979530316,26242774749272,78008024121414,128069900073806,200488922197888,127781475239077,142333177067554,131734332890229,59637862353477,121597496394835,323918419907766,180206839534998,124954755000000,54520869,302356,1334379,2487639,5215783,5870841,9194313,8396053,4775431,8283883,7071146,1564357,24688,8238387,145424,515207,791948,1362580,911047,1203670,897163,485503,539945,1305716,447736,24688
2017-07-16,476142,2017-07-16 23:46:24,1645177729530316,28091969432292,72281550809266,133592332405896,199888447544941,125925524449150,142961545110039,131831761163873,59871643691386,120774529672733,324759965356862,180033704893878,125164755000000,54421151,270112,1335107,2479819,5179883,5824201,9181929,8417473,4721756,8306570,7111784,1567787,24730,8168471,129395,520801,784704,1346131,896589,1196283,884116,484498,539050,1306261,447978,24730
2017-07-17,476290,2017-07-17 23:52:06,1645362729530316,32134923517953,67521681471404,134471103376425,202604368540258,126022521871617,142720102969699,131780011753671,60070634970681,117957787258475,324690373860397,180039463939736,125349756000000,54378180,307699,1171018,2578894,5159190,5800391,9183120,8417294,4710563,8332162,7112817,1580264,24768,8111055,149123,476012,779428,1334477,885976,1195461,877539,485825,538615,1307091,448443,24768
2017-07-18,476455,2017-07-18 23:59:35,1645568979530316,34282162155016,64929580706261,132562961402911,205735564107735,126191894407442,142193735875506,131669379944080,60098674741512,117838943647236,324583088714565,179933237828052,125549756000000,54350807,362029,1100484,2589712,5145287,5770045,9175859,8410828,4709256,8364819,7106279,1591401,24808,8085451,190931,441380,784671,1323883,866797,1193415,868890,487091,538839,1307153,449032,24808
2017-07-19,476604,2017-07-19 23:50:13,1645755229530316,32768758977650,61756211870415,137023551447219,206483684043407,126534320706967,141925056253982,131106723711546,60380022663276,117608378005158,324628321846750,179785444003946,125754756000000,54343928,328818,1106258,2576179,5151374,5746039,9187243,8428549,4691115,8398871,7108617,1596016,24849,8070845,161718,456024,790755,1320573,861393,1197969,863472,490366,538742,1307186,449626,24849
2017-07-20,476766,2017-07-20 23:56:31,1645957729530316,35783325497154,61409830806733,133954951317347,204348129705739,130234881566186,141349370828176,131193385325597,60426059114883,117371421636608,324244349022368,179742268709525,125899756000000,54277867,301924,1126223,2535341,5108933,5729645,9191846,8395725,4625502,8527944,7109121,1600785,24878,8027359,163578,457231,785791,1291067,855799,1196443,856089,492575,538714,1307325,450193,24878
2017-07-21,476920,2017-07-21 23:52:54,1646150229530316,31990072134448,67059888685155,132807467672607,202849190120458,130993056621058,141018687699394,132106637117794,60436863373076,117223328817163,323941846234419,179638435054744,126084756000000,54291720,371902,1089399,2500587,5094460,5709696,9211573,8389405,4631544,8555883,7107580,1604776,24915,8006090,169697,443437,776504,1283893,853906,1200931,854559,495010,538185,1306488,450696,24915
2017-07-22,477080,2017-07-22 23:56:40,1646350229530316,25185419951649,74586540912261,132115996315884,203190992219337,130939022443637,141197335007635,131887073172057,60684713502236,117083741752596,323626242521193,179603395731831,126249756000000,54190415,292775,1116871,2477006,5041695,5720482,9178630,8387799,4674197,8555458,7112021,1608533,24948,7946262,134676,458539,775341,1266285,843804,1197581,846048,495652,537448,1306073,451159,24948
2017-07-23,477252,2017-07-23 23:46:27,1646565229530316,23288857181374,73564097125397,134701011137968,202946490895436,131665409963091,140914192756877,131680062530860,61247055583161,117030878227192,323558142373894,179564275755066,126404756000000,54129590,247601,1148189,2482487,4978085,5716641,9163639,8371189,4662660,8574226,7147010,1612884,24979,7886703,111185,468667,782250,1245881,830226,1191627,834526,494529,537003,1305872,451614,24979
